date,fund_code,weight,fund_name,fund_type
2018-01-31,511880,0.12,银华日利ETF,货币型-普通货币
2018-01-31,510680,0.03153855193565501,上证50ETF万家,指数型-股票
2018-01-31,510710,0.0315442151208562,上证50ETF博时,指数型-股票
2018-01-31,510030,0.032777613270274286,价值ETF华宝,指数型-股票
2018-01-31,510650,0.027526687063376052,金融地产ETF华夏,指数型-股票
2018-01-31,159933,0.02886200306008981,金融地产ETF国投瑞银,指数型-股票
2018-01-31,159940,0.03038079154824033,金融地产ETF广发,指数型-股票
2018-01-31,159920,0.036205758669503034,恒生ETF华夏,指数型-海外股票
2018-01-31,510900,0.025255393627977546,恒生中国企业ETF易方达,指数型-海外股票
2018-01-31,159928,0.017720082113104618,消费ETF汇添富,指数型-股票
2018-01-31,510630,0.020265261503814996,消费ETF华夏,指数型-股票
2018-01-31,512600,0.017809940863792728,消费ETF嘉实,指数型-股票
2018-01-31,513030,0.04644088329505052,德国ETF华安,指数型-海外股票
2018-01-31,512010,0.02619006079272488,医药ETF易方达,指数型-股票
2018-01-31,511220,0.12,城投债ETF海富通,指数型-固收
2018-01-31,511010,0.12,国债ETF国泰,指数型-固收
2018-01-31,510660,0.02769237416678664,医药ETF华夏,指数型-股票
2018-01-31,518880,0.07984701329052733,黄金ETF华安,指数型-其他
2018-01-31,159937,0.0795300033790751,黄金ETF博时,指数型-其他
2018-01-31,159934,0.0804133662991508,黄金ETF易方达,指数型-其他
2018-02-28,511880,0.072,银华日利ETF,货币型-普通货币
2018-02-28,511220,0.072,城投债ETF海富通,指数型-固收
2018-02-28,511010,0.072,国债ETF国泰,指数型-固收
2018-02-28,159906,0.01606257385757444,深成长ETF大成,指数型-股票
2018-02-28,159902,0.016515020547218515,中小100ETF华夏,指数型-股票
2018-02-28,159937,0.04884507200094247,黄金ETF博时,指数型-其他
2018-02-28,518880,0.04904911699094063,黄金ETF华安,指数型-其他
2018-02-28,159934,0.049353421096298616,黄金ETF易方达,指数型-其他
2018-02-28,159909,0.013285775766000103,TMT50ETF招商,指数型-股票
2018-02-28,510150,0.018324407857151705,消费ETF招商,指数型-股票
2018-02-28,512010,0.01808878733931747,医药ETF易方达,指数型-股票
2018-02-28,510660,0.01791071657261782,医药ETF华夏,指数型-股票
2018-02-28,510630,0.014542320747795618,消费ETF华夏,指数型-股票
2018-02-28,159928,0.01286729473148178,消费ETF汇添富,指数型-股票
2018-02-28,512120,0.018245586297400192,医药ETF华安,指数型-股票
2018-02-28,159920,0.018674211166818767,恒生ETF华夏,指数型-海外股票
2018-02-28,510650,0.01571781710307071,金融地产ETF华夏,指数型-股票
2018-02-28,159933,0.01634290908425363,金融地产ETF国投瑞银,指数型-股票
2018-02-28,510230,0.01648814854762895,金融ETF国泰,指数型-股票
2018-02-28,513030,0.023686820293488568,德国ETF华安,指数型-海外股票
2018-02-28,511880,0.4,银华日利ETF,货币型-普通货币
2018-03-30,511880,0.072,银华日利ETF,货币型-普通货币
2018-03-30,512010,0.01645770416622585,医药ETF易方达,指数型-股票
2018-03-30,510660,0.015892954056708326,医药ETF华夏,指数型-股票
2018-03-30,511220,0.072,城投债ETF海富通,指数型-固收
2018-03-30,512120,0.01668107856031006,医药ETF华安,指数型-股票
2018-03-30,510150,0.019229128359703276,消费ETF招商,指数型-股票
2018-03-30,511010,0.072,国债ETF国泰,指数型-固收
2018-03-30,510630,0.01602205837243656,消费ETF华夏,指数型-股票
2018-03-30,159906,0.016292204261621406,深成长ETF大成,指数型-股票
2018-03-30,159909,0.013002593756923113,TMT50ETF招商,指数型-股票
2018-03-30,513030,0.021618176500287092,德国ETF华安,指数型-海外股票
2018-03-30,159948,0.012919078760179054,创业板ETF南方,指数型-股票
2018-03-30,159937,0.050611395438477966,黄金ETF博时,指数型-其他
2018-03-30,518880,0.05085349564524308,黄金ETF华安,指数型-其他
2018-03-30,159934,0.05100700176110482,黄金ETF易方达,指数型-其他
2018-03-30,159920,0.01848996442236875,恒生ETF华夏,指数型-海外股票
2018-03-30,159928,0.014457290323207233,消费ETF汇添富,指数型-股票
2018-03-30,512070,0.0148766140445045,证券保险ETF易方达,指数型-股票
2018-03-30,510230,0.017936836116945503,金融ETF国泰,指数型-股票
2018-03-30,159933,0.017652425453753392,金融地产ETF国投瑞银,指数型-股票
2018-03-30,511880,0.40000000000000013,银华日利ETF,货币型-普通货币
2018-04-27,511880,0.072,银华日利ETF,货币型-普通货币
2018-04-27,511220,0.072,城投债ETF海富通,指数型-固收
2018-04-27,511010,0.072,国债ETF国泰,指数型-固收
2018-04-27,159928,0.01469998064037029,消费ETF汇添富,指数型-股票
2018-04-27,512600,0.014777482362178775,消费ETF嘉实,指数型-股票
2018-04-27,510630,0.015973932562347623,消费ETF华夏,指数型-股票
2018-04-27,159920,0.017087906786282452,恒生ETF华夏,指数型-海外股票
2018-04-27,513600,0.017204129948055272,恒生指数ETF南方,指数型-股票
2018-04-27,512010,0.01554784863226475,医药ETF易方达,指数型-股票
2018-04-27,513030,0.021280999068574752,德国ETF华安,指数型-海外股票
2018-04-27,159905,0.014350171965868729,红利ETF工银,指数型-股票
2018-04-27,510680,0.017963743613039262,上证50ETF万家,指数型-股票
2018-04-27,510650,0.016520228782367485,金融地产ETF华夏,指数型-股票
2018-04-27,159938,0.01579916732459236,医药ETF广发,指数型-股票
2018-04-27,512120,0.015825759745012276,医药ETF华安,指数型-股票
2018-04-27,510230,0.017234076804287752,金融ETF国泰,指数型-股票
2018-04-27,159940,0.01715154495588737,金融地产ETF广发,指数型-股票
2018-04-27,159934,0.05093327706441737,黄金ETF易方达,指数型-其他
2018-04-27,518880,0.05084522346037212,黄金ETF华安,指数型-其他
2018-04-27,518800,0.05080452628408134,黄金ETF国泰,指数型-其他
2018-04-27,511880,0.4,银华日利ETF,货币型-普通货币
2018-05-31,510630,0.014724177234860573,消费ETF华夏,指数型-股票
2018-05-31,159928,0.013660123481521708,消费ETF汇添富,指数型-股票
2018-05-31,512600,0.013712147960323133,消费ETF嘉实,指数型-股票
2018-05-31,511880,0.072,银华日利ETF,货币型-普通货币
2018-05-31,512010,0.012690743580658116,医药ETF易方达,指数型-股票
2018-05-31,510660,0.013127925735544985,医药ETF华夏,指数型-股票
