date,strategy_return,nav,turnover,cost
2017-07-24,0.0,1.0,0.0,0.0
2017-07-25,0.0,1.0,0.0,0.0
2017-07-26,0.0,1.0,0.0,0.0
2017-07-27,0.0,1.0,0.0,0.0
2017-07-28,0.0,1.0,0.0,0.0
2017-07-31,0.0,1.0,0.0,0.0
2017-08-01,0.0,1.0,0.0,0.0
2017-08-02,0.0,1.0,0.0,0.0
2017-08-03,0.0,1.0,0.0,0.0
2017-08-04,0.0,1.0,0.0,0.0
2017-08-07,0.0,1.0,0.0,0.0
2017-08-08,0.0,1.0,0.0,0.0
2017-08-09,0.0,1.0,0.0,0.0
2017-08-10,0.0,1.0,0.0,0.0
2017-08-11,0.0,1.0,0.0,0.0
2017-08-14,0.0,1.0,0.0,0.0
2017-08-15,0.0,1.0,0.0,0.0
2017-08-16,0.0,1.0,0.0,0.0
2017-08-17,0.0,1.0,0.0,0.0
2017-08-18,0.0,1.0,0.0,0.0
2017-08-21,0.0,1.0,0.0,0.0
2017-08-22,0.0,1.0,0.0,0.0
2017-08-23,0.0,1.0,0.0,0.0
2017-08-24,0.0,1.0,0.0,0.0
2017-08-25,0.0,1.0,0.0,0.0
2017-08-28,0.0,1.0,0.0,0.0
2017-08-29,0.0,1.0,0.0,0.0
2017-08-30,0.0,1.0,0.0,0.0
2017-08-31,0.0,1.0,0.0,0.0
2017-09-01,0.0,1.0,0.0,0.0
2017-09-04,0.0,1.0,0.0,0.0
2017-09-05,0.0,1.0,0.0,0.0
2017-09-06,0.0,1.0,0.0,0.0
2017-09-07,0.0,1.0,0.0,0.0
2017-09-08,0.0,1.0,0.0,0.0
2017-09-11,0.0,1.0,0.0,0.0
2017-09-12,0.0,1.0,0.0,0.0
2017-09-13,0.0,1.0,0.0,0.0
2017-09-14,0.0,1.0,0.0,0.0
2017-09-15,0.0,1.0,0.0,0.0
2017-09-18,0.0,1.0,0.0,0.0
2017-09-19,0.0,1.0,0.0,0.0
2017-09-20,0.0,1.0,0.0,0.0
2017-09-21,0.0,1.0,0.0,0.0
2017-09-22,0.0,1.0,0.0,0.0
2017-09-25,0.0,1.0,0.0,0.0
2017-09-26,0.0,1.0,0.0,0.0
2017-09-27,0.0,1.0,0.0,0.0
2017-09-28,0.0,1.0,0.0,0.0
2017-09-29,0.0,1.0,0.0,0.0
2017-10-09,0.0,1.0,0.0,0.0
2017-10-10,0.0,1.0,0.0,0.0
2017-10-11,0.0,1.0,0.0,0.0
2017-10-12,0.0,1.0,0.0,0.0
2017-10-13,0.0,1.0,0.0,0.0
2017-10-16,0.0,1.0,0.0,0.0
2017-10-17,0.0,1.0,0.0,0.0
2017-10-18,0.0,1.0,0.0,0.0
2017-10-19,0.0,1.0,0.0,0.0
2017-10-20,0.0,1.0,0.0,0.0
2017-10-23,0.0,1.0,0.0,0.0
2017-10-24,0.0,1.0,0.0,0.0
2017-10-25,0.0,1.0,0.0,0.0
2017-10-26,0.0,1.0,0.0,0.0
2017-10-27,0.0,1.0,0.0,0.0
2017-10-30,0.0,1.0,0.0,0.0
2017-10-31,0.0,1.0,0.0,0.0
2017-11-01,0.0,1.0,0.0,0.0
2017-11-02,0.0,1.0,0.0,0.0
2017-11-03,0.0,1.0,0.0,0.0
2017-11-06,0.0,1.0,0.0,0.0
2017-11-07,0.0,1.0,0.0,0.0
2017-11-08,0.0,1.0,0.0,0.0
2017-11-09,0.0,1.0,0.0,0.0
2017-11-10,0.0,1.0,0.0,0.0
2017-11-13,0.0,1.0,0.0,0.0
2017-11-14,0.0,1.0,0.0,0.0
2017-11-15,0.0,1.0,0.0,0.0
2017-11-16,0.0,1.0,0.0,0.0
2017-11-17,0.0,1.0,0.0,0.0
2017-11-20,0.0,1.0,0.0,0.0
2017-11-21,0.0,1.0,0.0,0.0
2017-11-22,0.0,1.0,0.0,0.0
2017-11-23,0.0,1.0,0.0,0.0
2017-11-24,0.0,1.0,0.0,0.0
2017-11-27,0.0,1.0,0.0,0.0
2017-11-28,0.0,1.0,0.0,0.0
2017-11-29,0.0,1.0,0.0,0.0
2017-11-30,0.0,1.0,0.0,0.0
2017-12-01,0.0,1.0,0.0,0.0
2017-12-04,0.0,1.0,0.0,0.0
2017-12-05,0.0,1.0,0.0,0.0
2017-12-06,0.0,1.0,0.0,0.0
2017-12-07,0.0,1.0,0.0,0.0
2017-12-08,0.0,1.0,0.0,0.0
2017-12-11,0.0,1.0,0.0,0.0
2017-12-12,0.0,1.0,0.0,0.0
2017-12-13,0.0,1.0,0.0,0.0
2017-12-14,0.0,1.0,0.0,0.0
2017-12-15,0.0,1.0,0.0,0.0
2017-12-18,0.0,1.0,0.0,0.0
2017-12-19,0.0,1.0,0.0,0.0
2017-12-20,0.0,1.0,0.0,0.0
2017-12-21,0.0,1.0,0.0,0.0
2017-12-22,0.0,1.0,0.0,0.0
2017-12-25,0.0,1.0,0.0,0.0
2017-12-26,0.0,1.0,0.0,0.0
2017-12-27,0.0,1.0,0.0,0.0
2017-12-28,0.0,1.0,0.0,0.0
2017-12-29,0.0,1.0,0.0,0.0
2017-12-31,0.0,1.0,0.0,0.0
2018-01-02,0.0,1.0,0.0,0.0
2018-01-03,0.0,1.0,0.0,0.0
2018-01-04,0.0,1.0,0.0,0.0
2018-01-05,0.0,1.0,0.0,0.0
2018-01-08,0.0,1.0,0.0,0.0
2018-01-09,0.0,1.0,0.0,0.0
2018-01-10,0.0,1.0,0.0,0.0
2018-01-11,0.0,1.0,0.0,0.0
2018-01-12,0.0,1.0,0.0,0.0
2018-01-15,0.0,1.0,0.0,0.0
2018-01-16,0.0,1.0,0.0,0.0
2018-01-17,0.0,1.0,0.0,0.0
2018-01-18,0.0,1.0,0.0,0.0
2018-01-19,0.0,1.0,0.0,0.0
2018-01-22,0.0,1.0,0.0,0.0
2018-01-23,0.0,1.0,0.0,0.0
2018-01-24,0.0,1.0,0.0,0.0
2018-01-25,0.0,1.0,0.0,0.0
2018-01-26,0.0,1.0,0.0,0.0
2018-01-29,0.0,1.0,0.0,0.0
2018-01-30,0.0,1.0,0.0,0.0
2018-01-31,0.0,1.0,0.0,0.0
2018-02-01,0.0,1.0,1.0,0.0
2018-02-02,0.00018621272799394827,1.000186212727994,0.0,0.0
2018-02-05,-0.002521527549464506,0.9976642156380057,0.0,0.0
2018-02-06,-0.009965459759587597,0.9877220330434846,0.0,0.0
2018-02-07,-0.012204459106552087,0.9756674198825649,0.0,0.0
2018-02-08,-0.004774065568059897,0.9710095196474257,0.0,0.0
2018-02-09,-0.012990525080740153,0.9583955961288083,0.0,0.0
2018-02-12,0.0036659932437386362,0.9619090679090454,0.0,0.0
2018-02-13,0.006656147524187208,0.9683116765699015,0.0,0.0
2018-02-14,0.006832495539043564,0.9749276617804691,0.0,0.0
2018-02-22,0.006575521789569626,0.9813383198637606,0.0,0.0
2018-02-23,0.003358402743287499,0.9846340491692843,0.0,0.0
2018-02-26,0.004126495603487424,0.9886971372442254,0.0,0.0
2018-02-27,-0.007077187881131759,0.9816999418464109,0.0,0.0
2018-02-28,-0.006843380885688497,0.9749817952288976,0.0,0.0
2018-03-01,0.0018618670624809478,0.9767970817199529,0.9836184172776117,0.0
2018-03-02,-0.0006676512156235743,0.9761449219609251,0.0,0.0
2018-03-05,0.0015384088520637683,0.9776466319497669,0.0,0.0
2018-03-06,0.0023733211196358345,0.979966901348914,0.0,0.0
2018-03-07,-0.0006533889475069781,0.9793266018066499,0.0,0.0
2018-03-08,0.0030337888666131566,0.982297671947989,0.0,0.0
2018-03-09,0.0026349452686221823,0.984885972551067,0.0,0.0
2018-03-12,0.001657288702748971,0.9865182129468719,0.0,0.0
2018-03-13,-0.0028270189158505665,0.98372930729804,0.0,0.0
2018-03-14,-0.0004529043081386137,0.9832837720567225,0.0,0.0
2018-03-15,0.0017057298746909557,0.9849609885620184,0.0,0.0
2018-03-16,-0.001750494432046288,0.9832368198357577,0.0,0.0
2018-03-19,0.00030587418142236826,0.9835375665931693,0.0,0.0
2018-03-20,0.0021859920755649435,0.9856875719197623,0.0,0.0
2018-03-21,-0.0010753127443518336,0.9846276495117278,0.0,0.0
2018-03-22,-0.0023713798791047576,0.9822927233152655,0.0,0.0
2018-03-23,-0.004563984370149567,0.977809554679143,0.0,0.0
2018-03-26,0.002941969234301827,0.9806862403060154,0.0,0.0
2018-03-27,0.00017128448134907134,0.9808542166400523,0.0,0.0
2018-03-28,-0.005166526248790494,0.9757866075835446,0.0,0.0
2018-03-29,0.00047863472102270744,0.9762536529342429,0.0,0.0
2018-03-30,0.0028453774645831654,0.979031463078019,0.0,0.0
2018-04-02,-0.0019353481215179965,0.977136696375044,0.2828847132647216,0.0
2018-04-03,-8.133362063492803e-05,0.9770572223096725,0.0,0.0
2018-04-04,-7.81789383621927e-05,0.9769808370133133,0.0,0.0
2018-04-09,0.0008208626124010087,0.9777828040554498,0.0,0.0
2018-04-10,0.0031973598047316224,0.9809091274908945,0.0,0.0
2018-04-11,0.0003289360711908311,0.9812317838854867,0.0,0.0
2018-04-12,0.00014974878382881848,0.9813787221517778,0.0,0.0
2018-04-13,-0.0032690936803917853,0.9781705031731205,0.0,0.0
2018-04-16,-0.0005860621577815786,0.9775972344573526,0.0,0.0
2018-04-17,-0.0028670010758533315,0.9747944621344121,0.0,0.0
2018-04-18,0.0016802547493502036,0.9764323651590537,0.0,0.0
2018-04-19,0.002557807896274907,0.9789298915728359,0.0,0.0
2018-04-20,-0.0031996921822375272,0.9757976172518118,0.0,0.0
2018-04-23,-0.001739203406845136,0.9741005067114961,0.0,0.0
2018-04-24,0.003943948552493745,0.9779423089949243,0.0,0.0
2018-04-25,0.00020218534077132947,0.9781400345939232,0.0,0.0
2018-04-26,-0.0029752750958182235,0.9752297989087731,0.0,0.0
2018-04-27,0.0010771410222020193,0.9762802589312515,0.0,0.0
2018-05-02,0.0012610044509715115,0.9775113526831595,0.452326315671428,0.0
2018-05-03,-1.076376341718711e-05,0.9775008309822216,0.0,0.0
2018-05-04,-0.00026308954089300485,0.9772436607373759,0.0,0.0
2018-05-07,0.004633262205087841,0.9817714868558319,0.0,0.0
2018-05-08,0.0023634277051004294,0.9840918327879445,0.0,0.0
2018-05-09,-6.305315633883533e-05,0.98402978269176,0.0,0.0
2018-05-10,0.003170502901857585,0.9871496519732985,0.0,0.0
2018-05-11,-0.0009485583851267733,0.9862132828935443,0.0,0.0
2018-05-14,0.0022183993257491067,0.9884010977753602,0.0,0.0
2018-05-15,0.00033642947171191287,0.9887336250345242,0.0,0.0
2018-05-16,-0.0010404693154365998,0.9877048780365354,0.0,0.0
2018-05-17,-0.002651402763839702,0.9850860745930514,0.0,0.0
2018-05-18,0.002033634056825607,0.9870893791832486,0.0,0.0
2018-05-21,0.0005237150861200567,0.9876063327824758,0.0,0.0
2018-05-22,0.0012738097024524203,0.9888643553113776,0.0,0.0
2018-05-23,-0.00326901722991659,0.9856317406958144,0.0,0.0
2018-05-24,-0.0003060404716134457,0.9853300974930547,0.0,0.0
2018-05-25,0.00132814800198405,0.9866387616933348,0.0,0.0
2018-05-28,0.002122166636714673,0.9887325735558897,0.0,0.0
2018-05-29,-0.0035544858323073984,0.9852181376312444,0.0,0.0
2018-05-30,-0.0023089502598837705,0.9829433179563186,0.0,0.0
2018-05-31,0.005208136897456594,0.9880626213186753,0.0,0.0
2018-06-01,-0.0025856095939426837,0.9855078771255775,0.29656233747560656,0.0
2018-06-04,0.002534844689786068,0.9880059865346518,0.0,0.0
2018-06-05,0.0019295080267338453,0.9899123520161315,0.0,0.0
2018-06-06,0.00043196897905634904,0.9903399634441872,0.0,0.0
2018-06-07,-0.00046046802423267924,0.9898839435579013,0.0,0.0
2018-06-08,-0.002237051255324556,0.9876695224393395,0.0,0.0
2018-06-11,-0.0006234800339663308,0.9870537302119415,0.0,0.0
2018-06-12,0.0028278788002316724,0.9898449985302974,0.0,0.0
2018-06-13,-0.0023221941675348468,0.9875463862479468,0.0,0.0
2018-06-14,-0.0007781559804575884,0.9867779211215086,0.0,0.0
2018-06-15,-0.0006852667898092543,0.9861017149832471,0.0,0.0
2018-06-19,-0.0065410264833649905,0.97965159755025,0.0,0.0
2018-06-20,0.0021768103709741944,0.9817841133077388,0.0,0.0
2018-06-21,-0.0022876707268982025,0.979538114531591,0.0,0.0
2018-06-22,0.0015779517850446345,0.9810837784479355,0.0,0.0
2018-06-25,-0.0019443783376356942,0.9791761804017155,0.0,0.0
2018-06-26,-0.0007528680709880123,0.978438989919619,0.0,0.0
2018-06-27,-0.004653203241744334,0.9738861144398759,0.0,0.0
2018-06-28,-0.0010740992948545089,0.9728400640510875,0.0,0.0
2018-06-29,0.005511788593924276,0.9782021528198368,0.0,0.0
2018-06-30,0.0,0.9782021528198368,0.0,0.0
2018-07-02,-0.0025953454607325543,0.975663380302837,0.2577827616423978,0.0
2018-07-03,-0.0007923313228525483,0.9748903316460629,0.0,0.0
2018-07-04,-0.0011965848869418113,0.9737237926087895,0.0,0.0
2018-07-05,-0.000499454714783473,0.9732374616696742,0.0,0.0
2018-07-06,0.0029456037730835457,0.9761042336088745,0.0,0.0
2018-07-09,0.004568197887216693,0.9805632709065499,0.0,0.0
2018-07-10,-0.00033449889201253406,0.9802352735788835,0.0,0.0
2018-07-11,-0.0015111123150597966,0.9787540279853224,0.0,0.0
2018-07-12,0.0036683550941636715,0.9823444453098156,0.0,0.0
2018-07-13,0.0013280843761509125,0.9836490816196302,0.0,0.0
2018-07-16,-0.00023800731262201572,0.9834149659451508,0.0,0.0
2018-07-17,-0.001209473124169471,0.982225551973934,0.0,0.0
2018-07-18,-0.0019075519286496057,0.9803519057278973,0.0,0.0
2018-07-19,-0.0002399360312748012,0.9801166839823843,0.0,0.0
2018-07-20,0.003896569705530479,0.9839357769610749,0.0,0.0
2018-07-23,-0.00012792366486681726,0.9838099082904925,0.0,0.0
2018-07-24,0.0028969245115859797,0.9866599313285604,0.0,0.0
2018-07-25,0.0013574980152855243,0.9879993202271007,0.0,0.0
2018-07-26,-0.002045137793596179,0.985978725477257,0.0,0.0
2018-07-27,-0.0005665669030558151,0.9854201025642844,0.0,0.0
2018-07-30,-0.0013713378321139264,0.9840687586971123,0.0,0.0
2018-07-31,0.0008691931888154289,0.9849241045594979,0.0,0.0
2018-08-01,-0.0023272039140153993,0.9826319853283588,0.3386691003559372,0.0
2018-08-02,-0.0029085843969529884,0.9797739172678859,0.0,0.0
2018-08-03,-0.0008262304001212302,0.9789643982721933,0.0,0.0
2018-08-06,-0.0010284038237876254,0.9779576275416582,0.0,0.0
2018-08-07,0.003712290626687309,0.9815880904756784,0.0,0.0
2018-08-08,-0.0024107876484416725,0.9792216900313021,0.0,0.0
2018-08-09,0.0030658293034247107,0.9822238165831492,0.0,0.0
2018-08-10,-0.0004123953299958458,0.9818187520681796,0.0,0.0
2018-08-13,-0.001189330794695573,0.9806510447915354,0.0,0.0
2018-08-14,-0.001545608526947201,0.979135342174746,0.0,0.0
2018-08-15,-0.004421998492197236,0.9748056071679921,0.0,0.0
2018-08-16,-0.0018569233713482658,0.9729954678535205,0.0,0.0
2018-08-17,-0.0024050232598474496,0.9706553911216066,0.0,0.0
2018-08-20,0.0025613669052917494,0.9731415957168685,0.0,0.0
2018-08-21,0.003657293163201356,0.9767006598217106,0.0,0.0
2018-08-22,-0.0008021305421053241,0.9759172183919732,0.0,0.0
2018-08-23,0.0008496627660909059,0.976746418915228,0.0,0.0
2018-08-24,0.001845908479806938,0.9785494034125247,0.0,0.0
2018-08-27,0.004295754404714847,0.9827530113224652,0.0,0.0
2018-08-28,-7.071329026578423e-05,0.982683517623516,0.0,0.0
2018-08-29,-0.00039374651406050027,0.982296589414027,0.0,0.0
2018-08-30,-0.0014209031449214518,0.9809008411008829,0.0,0.0
2018-08-31,-0.00021806926127921448,0.9806869367790759,0.0,0.0
2018-09-03,-0.001455225600026613,0.9792598160430633,0.31091190326367524,0.0
2018-09-04,0.00020365675396658646,0.9794592489184885,0.0,0.0
2018-09-05,-0.002741714204721306,0.976773851582783,0.0,0.0
2018-09-06,-0.0008793566945989149,0.9759149189572844,0.0,0.0
2018-09-07,0.0007509048570266675,0.9766477382099743,0.0,0.0
2018-09-10,-0.001098446923729252,0.9755749425063703,0.0,0.0
2018-09-11,0.00019804369497945068,0.9757681489727138,0.0,0.0
2018-09-12,-0.0008256962042860699,0.9749624609158438,0.0,0.0
2018-09-13,0.0021518533726249127,0.9770604371755484,0.0,0.0
2018-09-14,0.00045034873004752443,0.9775004551026101,0.0,0.0
2018-09-17,-0.0021978019014594922,0.9753521027437081,0.0,0.0
2018-09-18,0.002156858173717243,0.9774557988987632,0.0,0.0
2018-09-19,0.0016951283440159628,0.9791127119284991,0.0,0.0
2018-09-20,0.00039902036449021485,0.9795033978396898,0.0,0.0
2018-09-21,0.003193973069500688,0.9826319053138742,0.0,0.0
2018-09-25,-0.0011728987498872438,0.9814793775805323,0.0,0.0
2018-09-26,0.0019555745090729607,0.9833987336325095,0.0,0.0
2018-09-27,0.0002788333582498623,0.983672938003907,0.0,0.0
2018-09-28,0.0001680714431607441,0.9838382653341954,0.0,0.0
2018-10-08,-0.004324461362270672,0.9795836947690342,0.17029825543619953,0.0
2018-10-09,0.000383937932367205,0.9799597941073843,0.0,0.0
2018-10-10,-0.0027784021187504983,0.9772370717391461,0.0,0.0
2018-10-11,-0.004218865540369303,0.9731142399324144,0.0,0.0
2018-10-12,0.00508619051104272,0.9780636843457191,0.0,0.0
2018-10-15,-0.0005939795004349192,0.9774827345670979,0.0,0.0
2018-10-16,0.0014885155269600686,0.9789377327948365,0.0,0.0
2018-10-17,-0.00012474198445367856,0.9788156181593911,0.0,0.0
2018-10-18,-0.003784259645504274,0.9751115257152011,0.0,0.0
2018-10-19,0.003487795315315177,0.9785125151265004,0.0,0.0
2018-10-22,0.004088495916350866,0.9825131595486934,0.0,0.0
2018-10-23,-0.0024854927489678163,0.9800711302148697,0.0,0.0
2018-10-24,-0.002440566582108466,0.977679201366378,0.0,0.0
2018-10-25,0.0018361373836404994,0.9794743546972144,0.0,0.0
2018-10-26,-0.0014591895599413095,0.9780451159446101,0.0,0.0
2018-10-29,-0.0047480302967065485,0.9734013281025592,0.0,0.0
2018-10-30,0.00145308698037756,0.9748157648991072,0.0,0.0
2018-10-31,0.0020673082818536553,0.9768310096031646,0.0,0.0
2018-11-01,0.0016221155862664917,0.9784155424089904,0.11516960605834264,0.0
2018-11-02,0.0023583353349289956,0.9807229743548973,0.0,0.0
2018-11-05,-0.0005620134366270718,0.9801717948657009,0.0,0.0
2018-11-06,1.7678424614968948e-05,0.9801891227588861,0.0,0.0
2018-11-07,0.0012388261545000446,0.9814034066805163,0.0,0.0
2018-11-08,-0.0007827860952001086,0.9806351777399848,0.0,0.0
2018-11-09,-0.0027967229073084785,0.9778926128746869,0.0,0.0
2018-11-12,-0.001233911447285096,0.9766859799854453,0.0,0.0
2018-11-13,0.0007203172002168092,0.9773895036960394,0.0,0.0
2018-11-14,-0.0013584590788382046,0.9760617600511823,0.0,0.0
2018-11-15,0.003147123374236061,0.9791335468309375,0.0,0.0
2018-11-16,0.00038224219150754027,0.9795078129836567,0.0,0.0
2018-11-19,0.00036673955159554543,0.9798670372397748,0.0,0.0
2018-11-20,-0.0024598839815896303,0.977456678010781,0.0,0.0
2018-11-21,0.000925969700332674,0.9783617732780069,0.0,0.0
2018-11-22,-0.00036794960612557845,0.9780017854488808,0.0,0.0
2018-11-23,-0.0026033999957982825,0.9754556556047526,0.0,0.0
2018-11-26,0.0012117541669297502,0.9766376680600867,0.0,0.0
2018-11-27,-0.00025537242781605105,0.9763882617276975,0.0,0.0
2018-11-28,0.0016605133562832201,0.9780095674772146,0.0,0.0
2018-11-29,0.00011544076637032909,0.9781224696512018,0.0,0.0
2018-11-30,0.0015831901232653293,0.9796710234844973,0.0,0.0
2018-12-03,0.0034084239268297274,0.9830101576413636,0.27808973539684145,0.0
2018-12-04,-0.0012074568111918567,0.9818232153310488,0.0,0.0
2018-12-05,-0.00034034952965626014,0.9814890522615053,0.0,0.0
2018-12-06,-0.002313941883041268,0.9792179436357309,0.0,0.0
2018-12-07,-0.0019748637563348067,0.977284121609292,0.0,0.0
2018-12-10,0.0006605645195006974,0.9779296808254986,0.0,0.0
2018-12-11,0.0007304633883409565,0.9786440226537135,0.0,0.0
2018-12-12,0.00041653589657271277,0.9790516630191151,0.0,0.0
2018-12-13,0.001112181037103292,0.9801405457130694,0.0,0.0
2018-12-14,-0.0036051380456950857,0.9766070037415909,0.0,0.0
2018-12-17,-0.0016896986230703044,0.974956832232088,0.0,0.0
2018-12-18,-0.0002621004149483221,0.9747012956418032,0.0,0.0
2018-12-19,-0.0019384191595530613,0.9728119159754899,0.0,0.0
2018-12-20,-0.001353030871671316,0.9714956714208454,0.0,0.0
2018-12-21,-0.0014175377141043034,0.9701185396675172,0.0,0.0
2018-12-24,1.0409636726462206e-05,0.9701286382490967,0.0,0.0
2018-12-25,0.0007526290364404289,0.9708587852313253,0.0,0.0
2018-12-26,0.0023750427166319013,0.9731646163180669,0.0,0.0
2018-12-27,-0.0005764585002493758,0.9726036273028486,0.0,0.0
2018-12-28,0.0019735931772836886,0.9745231511858948,0.0,0.0
2018-12-31,-4.427101935617458e-06,0.9745188368725659,0.0,0.0
2019-01-02,-0.0012450316665381243,0.9733055300610217,0.29257804407921406,0.0
2019-01-03,0.00041536193474122425,0.9737098041290821,0.0,0.0
2019-01-04,0.0036826489299398696,0.9772956354973301,0.0,0.0
2019-01-07,0.0002093385762425283,0.9775002211742332,0.0,0.0
